Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
LUZP1		1p36.12	AMP	1	109	0.9%	No
LRIT1		10q23.1	HOMDEL	1	109	0.9%	No
RNF133		7q31.32	AMP	2	109	1.8%	No
NDUFB1		14q31.3	HOMDEL	4	109	3.7%	No
KANK3		19p13.2	HOMDEL	3	109	2.8%	No
UNC119		17q11.2	AMP	7	109	6.4%	No
NPEPPS		17q21.32	HOMDEL	1	109	0.9%	No
NOL3		16q22.1	AMP	9	109	8.3%	No
SLC22A13		3p22.2	HOMDEL	3	109	2.8%	No
UGT2B4		4q13.3	HOMDEL	13	109	11.9%	No
NLRP6		11p15.5	AMP	20	109	18.3%	No
SCN10A		3p22.2	AMP	1	109	0.9%	No
USP6		17p13.2	AMP	1	109	0.9%	Yes
GPR146		7p22.3	AMP	18	109	16.5%	No
GSTT2B		22q11.23	AMP	3	109	2.8%	No
HELZ		17q24.2	AMP	4	109	3.7%	No
ANXA2		15q22.2	AMP	1	109	0.9%	No
SUV39H2		10p13	AMP	2	109	1.8%	No
OR51B5		11p15.4	AMP	4	109	3.7%	No
LINC00648		14q21.3	HOMDEL	2	109	1.8%	No
YWHAZ		8q22.3	AMP	9	109	8.3%	No
URM1		9q34.11	HOMDEL	1	109	0.9%	No
ENTHD1		22q13.1	AMP	3	109	2.8%	No
AGAP7P		10q11.22	HOMDEL	2	109	1.8%	No
PDE2A		11q13.4	AMP	5	109	4.6%	No
SMYD3		1q44	HOMDEL	1	109	0.9%	Yes
UNC45B		17q12	AMP	5	109	4.6%	No
LSP1P3		5p13.3	HOMDEL	1	109	0.9%	No
DZIP3		3q13.13	HOMDEL	3	109	2.8%	No
SIGLEC11		19q13.33	AMP	12	109	11.0%	No
HEBP2		6q24.1	HOMDEL	2	109	1.8%	No
SPAG11A		8p23.1	AMP	2	109	1.8%	No
GPAA1		8q24.3	AMP	37	109	33.9%	No
SCNN1A		12p13.31	AMP	9	109	8.3%	No
USP14		18p11.32	AMP	5	109	4.6%	No
LY6E		8q24.3	HOMDEL	2	109	1.8%	No
MME		3q25.2	HOMDEL	1	109	0.9%	No
C20ORF204		20q13.33	HOMDEL	1	109	0.9%	No
KCNC4		1p13.3	HOMDEL	3	109	2.8%	No
ANXA2P1		4q31.3	AMP	1	109	0.9%	No
ZNF768		16p11.2	AMP	7	109	6.4%	No
ZAP70		2q11.2	AMP	5	109	4.6%	No
PDE3A		12p12.2	AMP	4	109	3.7%	No
SLC35G3		17q12	AMP	5	109	4.6%	No
CORO1C		12q24.11	HOMDEL	2	109	1.8%	No
UCN3		10p15.1	AMP	1	109	0.9%	No
ZDHHC12-DT		9q34.11	AMP	6	109	5.5%	No
RECQL5		17q25	HOMDEL	4	109	3.7%	No
CCDC9		19q13.32	HOMDEL	1	109	0.9%	No
CEBPG		19q13.11	HOMDEL	1	109	0.9%	No
CCT8		21q21.3	HOMDEL	1	109	0.9%	No
UROD		1p34.1	HOMDEL	3	109	2.8%	No
SPATA20		17q21.33	AMP	9	109	8.3%	No
ANXA2P2		9p13.3	AMP	3	109	2.8%	No
SF1		11q13.1	AMP	11	109	10.1%	No
PUM3		9p24.2	AMP	1	109	0.9%	No
TMEM183A		1q32.1	AMP	5	109	4.6%	No
DDIT4L		4q24	HOMDEL	3	109	2.8%	No
ACER3		11q13.5	HOMDEL	2	109	1.8%	No
MYEF2		15q21.1	HOMDEL	2	109	1.8%	No
TOX		8q12.1	HOMDEL	1	109	0.9%	No
USP2		11q23.3	AMP	7	109	6.4%	No
ACTG1P4		1p21.1	AMP	4	109	3.7%	No
PROCR		20q11.22	AMP	3	109	2.8%	No
ADGRD2		9q33.3	HOMDEL	1	109	0.9%	No
STPG4		2p21	HOMDEL	1	109	0.9%	No
PPP1R9A		7q21.3	HOMDEL	1	109	0.9%	No
YTHDC2		5q22.2	AMP	1	109	0.9%	No
ETV7		6p21.31	HOMDEL	1	109	0.9%	No
MOCS1		6p21.2	HOMDEL	1	109	0.9%	No
WDR59		16q23.1	AMP	2	109	1.8%	No
VSX2		14q24.3	HOMDEL	2	109	1.8%	No
SNAR-B1		19q13.33	HOMDEL	1	109	0.9%	No
PNPT1		2p16.1	AMP	4	109	3.7%	No
MIR1915HG		10p12.31	AMP	2	109	1.8%	No
CYSTM1		5q31.3	AMP	1	109	0.9%	No
PGA4		11q12.2	AMP	5	109	4.6%	No
MIR3976HG		18p11.31	HOMDEL	3	109	2.8%	No
CNTFR-AS1		9p13.3	AMP	6	109	5.5%	No
SCNN1D		1p36.33	AMP	14	109	12.8%	No
PP2D1		3p24.3	HOMDEL	4	109	3.7%	No
ANP32B		9q22.33	AMP	1	109	0.9%	No
SLC25A21		14q13.3	HOMDEL	4	109	3.7%	No
MAFB		20q12	AMP	3	109	2.8%	Yes
ANXA3		4q21.21	AMP	1	109	0.9%	No
WASHC1		9p24.3	HOMDEL	4	109	3.7%	No
SLC13A3		20q13.12	AMP	9	109	8.3%	No
ZFP36		19q13.2	AMP	16	109	14.7%	No
C15ORF48		15q21.1	AMP	1	109	0.9%	No
COL7A1		3p21.31	HOMDEL	11	109	10.1%	No
OR51G1		11p15.4	HOMDEL	6	109	5.5%	No
DCTN2		12q13.3	AMP	5	109	4.6%	No
PALB2		16p12.2	AMP	1	109	0.9%	Yes
LAMTOR5		1p13.3	AMP	1	109	0.9%	No
P2RY14		3q25.1	AMP	3	109	2.8%	No
ANXA4		2p13.3	AMP	1	109	0.9%	No
ZFP37		9q32	AMP	3	109	2.8%	No
DNAJB7		22q13.2	AMP	2	109	1.8%	No
EMB		5q11.1	AMP	3	109	2.8%	No
BTBD7		14q32.12	HOMDEL	2	109	1.8%	No
MYOM1		18p11.31	AMP	5	109	4.6%	No
LINC01501		9q22.2	AMP	2	109	1.8%	No
RNASEH2A		19p13.13	AMP	6	109	5.5%	Yes
DDHD2		8p11.23	HOMDEL	2	109	1.8%	No
ZZZ3		1p31.1	HOMDEL	3	109	2.8%	No
POU5F2		5q15	HOMDEL	2	109	1.8%	No
NIPSNAP2		7p11.2	AMP	3	109	2.8%	No
DLEU7		13q14.3	HOMDEL	1	109	0.9%	No
HEMK1		3p21.31	AMP	3	109	2.8%	No
RFX2		19p13.3	HOMDEL	2	109	1.8%	No
CFAP92		3q21.3	AMP	3	109	2.8%	No
PIGS		17q11.2	AMP	7	109	6.4%	No
DIPK1B		9q34.3	AMP	12	109	11.0%	No
TEKT1		17p13.1	HOMDEL	5	109	4.6%	No
GATA3-AS1		10p14	AMP	3	109	2.8%	No
LINC01141		1p36.12	HOMDEL	8	109	7.3%	No
SMAD2		18q21.1	HOMDEL	21	109	19.3%	Yes
ZYX		7q34	AMP	5	109	4.6%	No
EXOSC10		1p36.22	AMP	2	109	1.8%	No
PLEKHH3		17q21.2	AMP	10	109	9.2%	No
FAM74A1		9p12	AMP	1	109	0.9%	No
ANXA6		5q33.1	AMP	2	109	1.8%	No
P3H3		12p13.31	AMP	11	109	10.1%	No
CSE1L		20q13.13	AMP	7	109	6.4%	No
ESRG		3p14.3	HOMDEL	7	109	6.4%	No
CYP1A1		15q24.1	HOMDEL	2	109	1.8%	No
MDM4		1q32.1	AMP	5	109	4.6%	Yes
ST8SIA6		10p12.33	AMP	1	109	0.9%	No
RALGPS2		1q25.2	AMP	9	109	8.3%	No
IGIP		5q31.3	AMP	1	109	0.9%	No
CCL20		2q36.3	HOMDEL	1	109	0.9%	No
ZNF766		19q13.41	HOMDEL	2	109	1.8%	No
GRIK2		6q16.3	AMP	2	109	1.8%	No
PMS2		7p22.1	AMP	8	109	7.3%	Yes
STN1		10q24.33	AMP	1	109	0.9%	No
CHST9		18q11.2	HOMDEL	18	109	16.5%	No
ADAMTS14		10q22.1	AMP	5	109	4.6%	No
ADGRF3		2p23.3	HOMDEL	1	109	0.9%	No
MDM2		12q15	AMP	4	109	3.7%	Yes
ATG2B		14q32.2	AMP	1	109	0.9%	No
LIPA		10q23.31	HOMDEL	2	109	1.8%	No
ZBTB39		12q13.3	HOMDEL	2	109	1.8%	No
MAST2		1p34.1	HOMDEL	1	109	0.9%	No
DMAC2		19q13.2	AMP	15	109	13.8%	No
PRRX1		1q24.2	AMP	11	109	10.1%	Yes
LINC02649		10p15.1	AMP	2	109	1.8%	No
SELENBP1		1q21.3	AMP	20	109	18.3%	No
GTSE1		22q13.31	HOMDEL	3	109	2.8%	Yes
EGFL8		6p21.32	HOMDEL	3	109	2.8%	No
D2HGDH		2q37.3	HOMDEL	5	109	4.6%	No
PCYT1A		3q29	AMP	9	109	8.3%	No
RPL23AP64		11q23.3	AMP	5	109	4.6%	No
MAP3K5		6q23.3	HOMDEL	3	109	2.8%	No
AGPAT4-IT1		6q26	AMP	1	109	0.9%	No
SNORA59B		17p11.2	AMP	1	109	0.9%	No
CS		12q13.3	AMP	5	109	4.6%	No
SENP8		15q23	HOMDEL	1	109	0.9%	No
LACRT		12q13.2	HOMDEL	2	109	1.8%	No
ZNRD2		11q13.1	AMP	11	109	10.1%	No
PRSS45P		3p21.31	AMP	3	109	2.8%	No
LDLRAD4		18p11.21	HOMDEL	2	109	1.8%	No
SMARCA2		9p24.3	AMP	1	109	0.9%	Yes
DDX11		12p11.21	HOMDEL	1	109	0.9%	No
GBA1LP		1q22	AMP	27	109	24.8%	No
JOSD2		19q13.33	HOMDEL	3	109	2.8%	No
EIF2D		1q32.1	HOMDEL	1	109	0.9%	No
EDIL3		5q14.3	HOMDEL	2	109	1.8%	No
NRSN1		6p22.3	AMP	1	109	0.9%	No
SNORA70B		2p15	HOMDEL	4	109	3.7%	No
PIDD1		11p15.5	AMP	28	109	25.7%	No
MDK		11p11.2	AMP	5	109	4.6%	No
WDR70		5p13.2	AMP	4	109	3.7%	No
GRN		17q21.31	AMP	12	109	11.0%	No
KRTAP9-2		17q21.2	HOMDEL	5	109	4.6%	No
ELOVL7		5q12.1	AMP	1	109	0.9%	No
MAPK14		6p21.31	AMP	1	109	0.9%	No
LSMEM2		3p21.31	AMP	5	109	4.6%	No
ARG1		6q23.2	HOMDEL	7	109	6.4%	No
RGS16		1q25.3	HOMDEL	1	109	0.9%	No
SERHL		22q13.2	AMP	7	109	6.4%	No
DUSP29		10q22.2	AMP	3	109	2.8%	No
HLTF		3q24	AMP	4	109	3.7%	No
COL12A1		6q13-q14.1	HOMDEL	4	109	3.7%	No
GRIA4		11q22.3	AMP	1	109	0.9%	No
SCN4B		11q23.3	AMP	5	109	4.6%	No
BSDC1		1p35.1	AMP	1	109	0.9%	No
GLRX3		10q26.3	AMP	2	109	1.8%	No
MDH2		7q11.23	AMP	11	109	10.1%	No
H2BC4		6p22.2	HOMDEL	4	109	3.7%	Yes
PDC		1q31.1	AMP	11	109	10.1%	No
CBR1		21q22.12	HOMDEL	1	109	0.9%	No
PGLYRP1		19q13.32	AMP	16	109	14.7%	No
HOXB-AS3		17q21.32	AMP	4	109	3.7%	No
PIGQ		16p13.3	AMP	18	109	16.5%	No
FAM66A		8p23.1	HOMDEL	9	109	8.3%	No
PRR5-ARHGAP8		22q13.31	HOMDEL	1	109	0.9%	No
SMARCA4		19p13.2	AMP	6	109	5.5%	Yes
SCN5A		3p22.2	AMP	1	109	0.9%	No
PCGF3-AS1		4p16.3	AMP	7	109	6.4%	No
ANO1		11q13.3	AMP	6	109	5.5%	No
MDH1		2p15	AMP	3	109	2.8%	No
DHX57		2p22.1	HOMDEL	1	109	0.9%	No
LINC02389		12q14.3	HOMDEL	2	109	1.8%	No
PDCD1		2q37.3	AMP	13	109	11.9%	Yes
ATP6V0E1		5q35.1	AMP	2	109	1.8%	No
TNPO1		5q13.2	HOMDEL	4	109	3.7%	No
DRG2		17p11.2	HOMDEL	6	109	5.5%	No
EGLN3		14q13.1	HOMDEL	2	109	1.8%	No
IL36G		2q14.1	AMP	1	109	0.9%	No
SNORA57		11q12.2	AMP	9	109	8.3%	No
UBD		6p22.1	AMP	2	109	1.8%	No
CDC25A		3p21.31	HOMDEL	4	109	3.7%	No
SMARCB1		22q11.23	AMP	3	109	2.8%	Yes
SCN7A		2q24.3	AMP	2	109	1.8%	No
GNPNAT1		14q22.1	AMP	6	109	5.5%	No
NARS2		11q14.1	AMP	1	109	0.9%	No
SLFN12		17q12	AMP	2	109	1.8%	No
EPB41		1p35.3	HOMDEL	7	109	6.4%	No
BRD7P3		6q22.31	HOMDEL	10	109	9.2%	No
TOMM20L		14q23.1	HOMDEL	2	109	1.8%	No
ERCC6L2		9q22.32	AMP	1	109	0.9%	No
HMX3		10q26.13	AMP	1	109	0.9%	No
NSUN7		4p14	AMP	2	109	1.8%	No
DNAJA3		16p13.3	AMP	8	109	7.3%	No
TNFSF18		1q25.1	AMP	12	109	11.0%	No
PRXL2B		1p36.32	HOMDEL	9	109	8.3%	No
SLC7A10		19q13.11	AMP	13	109	11.9%	No
ZNF658B		9p12	AMP	1	109	0.9%	No
SMARCC1		3p21.31	AMP	4	109	3.7%	No
SNORA16B		1q32.3	AMP	11	109	10.1%	No
ANKRD53		2p13.3	AMP	2	109	1.8%	No
DEFA10P		8p23.1	HOMDEL	5	109	4.6%	No
DNAJA1P5		1p21.1	HOMDEL	5	109	4.6%	No
YWHAE		17p13.3	AMP	1	109	0.9%	Yes
OR52K1		11p15.4	HOMDEL	4	109	3.7%	No
KAAG1		6p22.3	HOMDEL	3	109	2.8%	No
WNT9A		1q42.13	HOMDEL	2	109	1.8%	No
BATF		14q24.3	AMP	1	109	0.9%	No
GPATCH2		1q41	AMP	13	109	11.9%	No
STOML3		13q13.2	HOMDEL	1	109	0.9%	No
ART3		4q21.1	HOMDEL	2	109	1.8%	No
AMZ2P1		17q24.1	AMP	2	109	1.8%	No
EXOC8		1q42.2	AMP	8	109	7.3%	No
ERAP1		5q15	HOMDEL	2	109	1.8%	No
SART1		11q13.1	AMP	11	109	10.1%	No
SIGLEC1		20p13	HOMDEL	7	109	6.4%	No
FAM74A4		9q12	AMP	1	109	0.9%	No
CNTNAP4		16q23.1	HOMDEL	1	109	0.9%	No
TRPV5		7q34	AMP	4	109	3.7%	No
NEDD1		12q23.1	AMP	2	109	1.8%	No
KPNA2		17q24.2	AMP	3	109	2.8%	No
CCT4		2p15	HOMDEL	1	109	0.9%	No
NUB1		7q36.1	AMP	7	109	6.4%	No
TDRD6		6p12.3	HOMDEL	3	109	2.8%	No
GPR61		1p13.3	HOMDEL	3	109	2.8%	No
GCDH		19p13.13	AMP	6	109	5.5%	No
LINC01913		2p21	AMP	1	109	0.9%	No
ZNF347		19q13.42	AMP	6	109	5.5%	No
CEP170B		14q32.33	HOMDEL	8	109	7.3%	No
KPNB1		17q21.32	AMP	3	109	2.8%	No
PPME1		11q13.4	AMP	2	109	1.8%	No
ASB4		7q21.3	AMP	1	109	0.9%	No
LMCD1-AS1		3p26.1	HOMDEL	3	109	2.8%	No
DIMT1		5q12.1	HOMDEL	5	109	4.6%	No
SMIM19		8p11.21	HOMDEL	1	109	0.9%	No
OR1N1		9q33.2	HOMDEL	1	109	0.9%	No
LINC01139		1q43	AMP	11	109	10.1%	No
LIAT1		17p13.3	AMP	2	109	1.8%	No
SASS6		1p21.2	HOMDEL	4	109	3.7%	No
TXLNA		1p35.2	AMP	3	109	2.8%	No
EXOC6B		2p13.2	HOMDEL	2	109	1.8%	No
ATP5PO		21q22.11	HOMDEL	1	109	0.9%	No
KPNA1		3q21.1	AMP	1	109	0.9%	No
LINC00265		7p14.1	AMP	2	109	1.8%	No
CSF2RB		22q12.3	AMP	2	109	1.8%	No
SARAF		8p12	AMP	3	109	2.8%	No
CFAP418		8q22.1	AMP	6	109	5.5%	No
VN1R2		19q13.42	AMP	6	109	5.5%	No
GBX2		2q37.2	AMP	2	109	1.8%	No
ECI2		6p25.2	HOMDEL	5	109	4.6%	No
TWIST2		2q37.3	HOMDEL	1	109	0.9%	No
KRTAP13-2		21q22.11	HOMDEL	9	109	8.3%	No
SLC7A6		16q22.1	HOMDEL	1	109	0.9%	No
PRPH		12q13.12	HOMDEL	1	109	0.9%	No
KIF22		16p11.2	AMP	8	109	7.3%	No
RAP1A		1p13.2	HOMDEL	2	109	1.8%	No
PGLYRP2		19p13.12	HOMDEL	1	109	0.9%	No
TRADD		16q22.1	HOMDEL	1	109	0.9%	No
ZSWIM4		19p13.13	HOMDEL	3	109	2.8%	No
NOXO1		16p13.3	HOMDEL	4	109	3.7%	No
HELT		4q35.1	HOMDEL	5	109	4.6%	No
IFT25		1p32.3	AMP	2	109	1.8%	No
BMPR2		2q33.1-q33.2	HOMDEL	2	109	1.8%	No
FHL3		1p34.3	HOMDEL	1	109	0.9%	No
GC		4q13.3	AMP	1	109	0.9%	No
LINC01120		2q21.1	AMP	2	109	1.8%	No
TRIB3		20p13	AMP	9	109	8.3%	Yes
HLA-DPA1		6p21.32	HOMDEL	2	109	1.8%	No
ARGLU1		13q33.3	HOMDEL	2	109	1.8%	No
SNORA78		16p13.3	HOMDEL	4	109	3.7%	No
TMPRSS5		11q23.2	AMP	6	109	5.5%	No
CARD6		5p13.1	AMP	3	109	2.8%	No
CSF2		5q31.1	AMP	2	109	1.8%	No
NDRG4		16q21	HOMDEL	2	109	1.8%	No
KIF25		6q27	AMP	2	109	1.8%	No
ME1		6q14.2	AMP	1	109	0.9%	No
SLC34A3		9q34.3	HOMDEL	4	109	3.7%	No
LGR4		11p14.1	AMP	8	109	7.3%	No
RBSN		3p25.1	HOMDEL	1	109	0.9%	No
PIANP		12p13.31	HOMDEL	1	109	0.9%	No
TMEM176A		7q36.1	AMP	14	109	12.8%	No
GBP3		1p22.2	AMP	1	109	0.9%	No
SERINC1		6q22.31	HOMDEL	12	109	11.0%	No
PBX4		19p13.11	AMP	4	109	3.7%	No
CACNA1S		1q32.1	HOMDEL	1	109	0.9%	No
CUL9		6p21.1	HOMDEL	2	109	1.8%	No
KIFC1		6p21.32	AMP	3	109	2.8%	No
SMARCA5		4q31.21	HOMDEL	6	109	5.5%	No
DOHH		19p13.3	AMP	11	109	10.1%	No
CNIH3		1q42.12	AMP	11	109	10.1%	No
MAPT-AS1		17q21.31	AMP	6	109	5.5%	No
FRA10AC1		10q23.33	AMP	3	109	2.8%	No
GBX1		7q36.1	AMP	17	109	15.6%	No
IMPACT		18q11.2	AMP	7	109	6.4%	No
KTN1-AS1		14q22.3	AMP	8	109	7.3%	No
ANKRD20A2P		9p11.2	AMP	1	109	0.9%	No
FXN		9q21.11	HOMDEL	1	109	0.9%	No
FUT3		19p13.3	HOMDEL	2	109	1.8%	No
FAM99A		11p15.5	AMP	15	109	13.8%	No
SNORD29		11q12.3	HOMDEL	1	109	0.9%	No
DCUN1D1		3q26.33	AMP	3	109	2.8%	Yes
CSF1		1p13.3	AMP	2	109	1.8%	Yes
MED11		17p13.2	AMP	2	109	1.8%	No
TLCD5		11q23.3	HOMDEL	1	109	0.9%	No
SLPI		20q13.12	AMP	8	109	7.3%	No
LINC02346		15q12	AMP	1	109	0.9%	No
HEMGN		9q22.33	AMP	1	109	0.9%	No
CCNF		16p13.3	HOMDEL	4	109	3.7%	No
HSBP1L1		18q23	AMP	1	109	0.9%	No
GRIK3		1p34.3	AMP	2	109	1.8%	No
PPP1R7		2q37.3	HOMDEL	2	109	1.8%	No
GBP1		1p22.2	AMP	1	109	0.9%	No
MARCHF10		17q23.2	AMP	3	109	2.8%	No
CSF1R		5q32	AMP	3	109	2.8%	Yes
KLC1		14q32.33	AMP	2	109	1.8%	No
SNAI2		8q11.21	AMP	4	109	3.7%	No
FZD1		7q21.13	HOMDEL	2	109	1.8%	No
LXN		3q25.32	HOMDEL	1	109	0.9%	No
OLIG2		21q22.11	HOMDEL	1	109	0.9%	Yes
TIGD3		11q13.1	AMP	12	109	11.0%	No
LINC00161		21q21.3	HOMDEL	2	109	1.8%	No
HMGB3P1		20q11.22	HOMDEL	1	109	0.9%	No
NOL7		6p23	AMP	2	109	1.8%	No
HIGD1A		3p22.1	HOMDEL	5	109	4.6%	No
TMEM63B		6p21.1	AMP	5	109	4.6%	No
GBP2		1p22.2	AMP	1	109	0.9%	No
CRTAC1		10q24.2	HOMDEL	1	109	0.9%	No
ATP5F1D		19p13.3	HOMDEL	4	109	3.7%	No
B9D1		17p11.2	HOMDEL	4	109	3.7%	No
YJU2		19p13.3	HOMDEL	3	109	2.8%	No
GPR182		12q13.3	HOMDEL	2	109	1.8%	No
FBXL17		5q21.3	AMP	1	109	0.9%	No
MBD2		18q21.2	HOMDEL	24	109	22.0%	No
CABLES2		20q13.33	AMP	16	109	14.7%	No
GAS2L1P2		9q22.33	AMP	1	109	0.9%	No
KANSL1		17q21.31	AMP	6	109	5.5%	No
GML		8q24.3	HOMDEL	2	109	1.8%	No
NTS		12q21.31	HOMDEL	11	109	10.1%	No
MYOCD		17p12	HOMDEL	6	109	5.5%	No
UBXN11		1p36.11	HOMDEL	9	109	8.3%	No
PCTP		17q22	HOMDEL	2	109	1.8%	No
GRB2		17q25.1	HOMDEL	3	109	2.8%	No
WDR1		4p16.1	AMP	3	109	2.8%	No
SEH1L		18p11.21	AMP	5	109	4.6%	No
LINC01085		4p15.33	AMP	3	109	2.8%	No
SIGLEC10-AS1		19q13.41	AMP	11	109	10.1%	No
ARL6		3q11.2	HOMDEL	1	109	0.9%	No
MCU		10q22.1	AMP	1	109	0.9%	No
LUC7L		16p13.3	HOMDEL	4	109	3.7%	No
BAAT		9q31.1	AMP	2	109	1.8%	No
CCNK		14q32.2	HOMDEL	3	109	2.8%	No
DOCK8-AS1		9p24.3	HOMDEL	5	109	4.6%	No
ARHGAP39		8q24.3	AMP	36	109	33.0%	No
DNHD1		11p15.4	HOMDEL	4	109	3.7%	No
WWC2		4q35.1	HOMDEL	5	109	4.6%	No
MTMR14		3p25.3	HOMDEL	2	109	1.8%	No
SRSF11		1p31.1	HOMDEL	3	109	2.8%	No
OR2G6		1q44	AMP	12	109	11.0%	No
NFYC		1p34.2	HOMDEL	1	109	0.9%	No
NISCH		3p21.1	HOMDEL	5	109	4.6%	No
FGF14-AS2		13q33.1	HOMDEL	3	109	2.8%	No
GRAPL		17p11.2	AMP	5	109	4.6%	No
ABHD17A		19p13.3	AMP	11	109	10.1%	No
KRTAP10-4		21q22.3	HOMDEL	1	109	0.9%	No
NSFL1C		20p13	HOMDEL	2	109	1.8%	No
HERC2P9		15q13.1	AMP	1	109	0.9%	No
GFM2		5q13.3	HOMDEL	5	109	4.6%	No
CNTN4		3p26.3-p26.2	HOMDEL	4	109	3.7%	No
NFKBIA		14q13.2	HOMDEL	2	109	1.8%	Yes
LIN52		14q24.3	AMP	1	109	0.9%	No
KRTAP4-4		17q21.2	HOMDEL	5	109	4.6%	No
CAGE1		6p24.3	HOMDEL	5	109	4.6%	No
SNHG29		17p11.2	AMP	3	109	2.8%	No
FIS1		7q22.1	HOMDEL	1	109	0.9%	No
BAD		11q13.1	AMP	16	109	14.7%	No
PTRH2		17q23.1	AMP	6	109	5.5%	No
TMEM259		19p13.3	HOMDEL	5	109	4.6%	No
LINC00839		10q11.21	HOMDEL	1	109	0.9%	No
CNKSR3		6q25.2	AMP	1	109	0.9%	No
DYTN		2q33.3	AMP	1	109	0.9%	No
NUDT6		4q28.1	HOMDEL	5	109	4.6%	No
MRPL28		16p13.3	HOMDEL	5	109	4.6%	No
FASTKD5		20p13	HOMDEL	1	109	0.9%	No
VN1R4		19q13.42	AMP	6	109	5.5%	No
SMIM31		4q32.3	HOMDEL	5	109	4.6%	No
RAB34		17q11.2	HOMDEL	1	109	0.9%	No
NKX1-2		10q26.13	AMP	1	109	0.9%	No
GSEC		11q24.2	AMP	3	109	2.8%	No
HMGB4		1p35.1	AMP	2	109	1.8%	No
ZNF284		19q13.31	AMP	7	109	6.4%	No
BAG1		9p13.3	AMP	3	109	2.8%	No
GRIK1-AS2		21q22.11	HOMDEL	3	109	2.8%	No
PPP1R9B		17q21.33	AMP	8	109	7.3%	No
ZEB1-AS1		10p11.22	HOMDEL	1	109	0.9%	No
CNBD1		8q21.3	HOMDEL	1	109	0.9%	No
MRPS33		7q34	AMP	2	109	1.8%	No
CEP63		3q22.2	HOMDEL	1	109	0.9%	No
FOXN3-AS2		14q32.11	HOMDEL	3	109	2.8%	No
ZNF804A		2q32.1	AMP	3	109	2.8%	No
ADGRB1		8q24.3	AMP	26	109	23.9%	No
SMR3A		4q13.3	HOMDEL	7	109	6.4%	No
KRTAP4-7		17q21.2	AMP	7	109	6.4%	No
ZNF404		19q13.31	AMP	6	109	5.5%	No
BAGE		21p11.1	AMP	1	109	0.9%	No
SPMIP6		9p13.3	AMP	5	109	4.6%	No
BHLHA9		17p13.3	AMP	1	109	0.9%	No
ADGRB2		1p35.2	AMP	5	109	4.6%	No
ZNF675		19p12	AMP	2	109	1.8%	No
CIBAR1		8q22.1	AMP	6	109	5.5%	No
VN1R5		1q44	AMP	9	109	8.3%	No
PARD3B		2q33.3	HOMDEL	2	109	1.8%	No
ANKEF1		20p12.2	HOMDEL	2	109	1.8%	No
GUSBP15		5q13.2	HOMDEL	7	109	6.4%	No
OCA2		15q12-q13.1	HOMDEL	3	109	2.8%	No
FAR2P2		2q21.1	AMP	4	109	3.7%	No
GATD1-DT		11p15.5	AMP	27	109	24.8%	No
ADGRB3		6q12-q13	AMP	2	109	1.8%	No
ANXA11		10q22.3	AMP	2	109	1.8%	No
BBS7		4q27	HOMDEL	4	109	3.7%	No
UBR4		1p36.13	HOMDEL	7	109	6.4%	No
DPP10-AS1		2q14.1	AMP	1	109	0.9%	No
OR8A1		11q24.2	AMP	3	109	2.8%	No
ANXA7		10q22.2	AMP	1	109	0.9%	No
CDYL		6p25.1	HOMDEL	5	109	4.6%	No
ZDHHC23		3q13.31	HOMDEL	1	109	0.9%	No
ANXA2R		5p12	AMP	4	109	3.7%	No
ATRIP		3p21.31	HOMDEL	2	109	1.8%	Yes
AGAP4		10q11.22	AMP	2	109	1.8%	No
LBH		2p23.1	HOMDEL	1	109	0.9%	No
CCL1		17q12	AMP	2	109	1.8%	No
BAK1		6p21.31	AMP	3	109	2.8%	No
WNT16		7q31.31	HOMDEL	1	109	0.9%	No
ANXA13		8q24.13	AMP	15	109	13.8%	No
NSUN5P2		7q11.23	HOMDEL	1	109	0.9%	No
E2F8		11p15.1	AMP	4	109	3.7%	No
PRNT		20p13	HOMDEL	1	109	0.9%	No
PDE6G		17q25.3	AMP	9	109	8.3%	No
CCDC74A		2q21.1	AMP	3	109	2.8%	No
LOXL1-AS1		15q24.1	AMP	5	109	4.6%	No
MYBPHL		1p13.3	AMP	1	109	0.9%	No
TNFSF10		3q26.31	AMP	4	109	3.7%	No
UQCC4		16p13.3	AMP	13	109	11.9%	No
OVCA2		17p13.3	HOMDEL	5	109	4.6%	No
ROPN1		3q21.1	HOMDEL	1	109	0.9%	No
GNG12-AS1		1p31.3	AMP	3	109	2.8%	No
FBXL3		13q22.3	HOMDEL	3	109	2.8%	No
OR5D18		11q12.1	HOMDEL	6	109	5.5%	No
CCL2		17q12	AMP	1	109	0.9%	No
GPR148		2q21.1	HOMDEL	2	109	1.8%	No
NKX3-2		4p15.33	AMP	3	109	2.8%	No
ZNF460		19q13.43	AMP	10	109	9.2%	No
FAM3D		3p14.2	HOMDEL	6	109	5.5%	No
SPESP1		15q23	AMP	4	109	3.7%	No
AOAH		7p14.2	AMP	2	109	1.8%	No
DLEC1		3p22.2	AMP	2	109	1.8%	No
KCTD17		22q12.3	AMP	3	109	2.8%	No
ZIC1		3q24	AMP	4	109	3.7%	No
FTCDNL1		2q33.1	HOMDEL	1	109	0.9%	No
PDE6H		12p12.3	AMP	2	109	1.8%	No
LINC00934		12q24.23	HOMDEL	2	109	1.8%	No
SUMO2		17q25	HOMDEL	3	109	2.8%	No
