Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
PNPLA7		9q34.3	AMP	1	184	0.5%	No
CCNI2		5q31.1	AMP	2	184	1.1%	No
IP6K1		3p21.31	HOMDEL	1	184	0.5%	No
PRELID3A		18p11.21	AMP	5	184	2.7%	No
GMEB2		20q13.33	AMP	2	184	1.1%	No
KLF15		3q21.3	AMP	1	184	0.5%	No
NUTM2G		9q22.33	HOMDEL	1	184	0.5%	No
IGF2BP2		3q27.2	AMP	3	184	1.6%	No
ARPP21		3p22.3	AMP	1	184	0.5%	No
CFD		19p13.3	AMP	1	184	0.5%	No
MCM2		3q21.3	AMP	2	184	1.1%	No
LINC00607		2q35	AMP	3	184	1.6%	No
ANXA2R-OT1		5p12	AMP	2	184	1.1%	No
GPS1		17q25.3	AMP	1	184	0.5%	No
LGALS8		1q43	HOMDEL	1	184	0.5%	No
GLB1L3		11q25	AMP	1	184	0.5%	No
ZNF396		18q12.2	AMP	3	184	1.6%	No
MROH6		8q24.3	HOMDEL	1	184	0.5%	No
ADAMTSL1		9p22.2-p22.1	AMP	1	184	0.5%	No
TGS1		8q12.1	HOMDEL	1	184	0.5%	No
ARHGAP27P1		17q24.1	AMP	3	184	1.6%	No
WWOX		16q23.1-q23.2	HOMDEL	2	184	1.1%	No
SCARNA4		1q22	AMP	7	184	3.8%	No
SEMA3C		7q21.11	AMP	2	184	1.1%	No
RPL23AP82		22q13.33	HOMDEL	3	184	1.6%	No
ZNF271P		18q12.2	AMP	4	184	2.2%	No
ARMCX5		Xq22.1	AMP	1	184	0.5%	No
SHOX		Xp22.33 and Yp11.32	HOMDEL	1	184	0.5%	No
DFFA		1p36.22	AMP	2	184	1.1%	No
GLRA1		5q33.1	AMP	2	184	1.1%	No
PCDH19		Xq22.1	AMP	1	184	0.5%	No
HEATR1		1q43	AMP	3	184	1.6%	No
STK32A		5q32	AMP	2	184	1.1%	No
MCL1		1q21.2	AMP	5	184	2.7%	Yes
FAM167A		8p23.1	HOMDEL	2	184	1.1%	No
GPS2		17p13.1	AMP	1	184	0.5%	Yes
MIR17HG		13q31.3	AMP	1	184	0.5%	No
CRYAB		11q23.1	AMP	1	184	0.5%	No
ARHGAP27		17q21.31	AMP	4	184	2.2%	No
TARID		6q23.2	HOMDEL	1	184	0.5%	No
SCARNA6		2q37.1	AMP	2	184	1.1%	No
IGF2BP1		17q21.32	AMP	4	184	2.2%	No
POP4		19q12	AMP	7	184	3.8%	No
ANO9		11p15.5	AMP	1	184	0.5%	No
EPB41L2		6q23.1-q23.2	HOMDEL	1	184	0.5%	No
DEFB136		8p23.1	AMP	6	184	3.3%	No
ART3		4q21.1	AMP	1	184	0.5%	No
DNAI7		12p12.1	AMP	8	184	4.3%	No
NINL		20p11.21	HOMDEL	1	184	0.5%	No
DBIL5P		17p13.3	HOMDEL	2	184	1.1%	No
RNY5		7q36.1	HOMDEL	1	184	0.5%	No
CYLD		16q12.1	AMP	1	184	0.5%	Yes
RNF187		1q42.13	HOMDEL	1	184	0.5%	No
DEFB4A		8p23.1	AMP	4	184	2.2%	No
PMM1		22q13.2	AMP	4	184	2.2%	No
XK		Xp21.1	HOMDEL	1	184	0.5%	No
CGB8		19q13.33	AMP	2	184	1.1%	No
MOXD2P		7q34	AMP	1	184	0.5%	No
LINC02139		16q24.1	AMP	2	184	1.1%	No
KLF13		15q13.3	HOMDEL	1	184	0.5%	No
IGF2BP3		7p15.3	AMP	2	184	1.1%	No
P2RY13		3q25.1	AMP	3	184	1.6%	No
NDUFB11		Xp11.3	HOMDEL	1	184	0.5%	No
KCTD16		5q31.3	AMP	2	184	1.1%	No
FOXQ1		6p25.3	HOMDEL	2	184	1.1%	No
ELOA3BP		18q21.1	HOMDEL	5	184	2.7%	No
CEP192		18p11.21	AMP	4	184	2.2%	No
DEFB134		8p23.1	AMP	6	184	3.3%	No
SERTM2		Xq23	AMP	1	184	0.5%	No
DES		2q35	AMP	2	184	1.1%	No
C11ORF96		11p11.2	AMP	3	184	1.6%	No
ENPP5		6p21.1	AMP	3	184	1.6%	No
CTXN3		5q23.2	AMP	1	184	0.5%	No
METTL4		18p11.32	AMP	6	184	3.3%	No
STH		17q21.31	AMP	4	184	2.2%	No
TLX1NB		10q24.31	HOMDEL	1	184	0.5%	No
SCGB1D1		11q12.3	AMP	1	184	0.5%	No
UVSSA		4p16.3	AMP	4	184	2.2%	No
MARK4		19q13.32	AMP	4	184	2.2%	No
COL27A1		9q32	HOMDEL	2	184	1.1%	No
SLC38A5		Xp11.23	HOMDEL	1	184	0.5%	No
REPIN1		7q36.1	AMP	1	184	0.5%	No
HECW2		2q32.3	AMP	3	184	1.6%	No
DEFA6		8p23.1	AMP	4	184	2.2%	No
ZNF112		19q13.31	AMP	4	184	2.2%	No
FAM138C		9p24.3	HOMDEL	1	184	0.5%	No
ZNF767P		7q36.1	AMP	1	184	0.5%	No
JMJD4		1q42.13	AMP	3	184	1.6%	No
SRM		1p36.22	HOMDEL	2	184	1.1%	No
SPINK4		9p13.3	HOMDEL	1	184	0.5%	No
SLC19A1		21q22.3	AMP	1	184	0.5%	No
GRK6		5q35.3	AMP	3	184	1.6%	No
NENF		1q32.3	AMP	3	184	1.6%	No
UGT2B28		4q13.2	HOMDEL	1	184	0.5%	No
SRGAP1		12q14.2	AMP	2	184	1.1%	No
GRAMD1A		19q13.11	AMP	7	184	3.8%	No
RPTOR		17q25.3	AMP	1	184	0.5%	Yes
PMP2		8q21.13	AMP	7	184	3.8%	No
ANKRD66		6p12.3	AMP	3	184	1.6%	No
DEFB1		8p23.1	AMP	4	184	2.2%	No
ZNF227		19q13.31	AMP	3	184	1.6%	No
CCDC27		1p36.32	HOMDEL	1	184	0.5%	No
IL22RA1		1p36.11	AMP	1	184	0.5%	No
APPBP2		17q23.2	AMP	2	184	1.1%	No
MIR181A1HG		1q32.1	AMP	3	184	1.6%	No
RSPH4A		6q22.1	HOMDEL	1	184	0.5%	No
SFTPD		10q22.3	AMP	3	184	1.6%	No
TOR2A		9q34.11	HOMDEL	1	184	0.5%	No
TPPP2		14q11.2	AMP	1	184	0.5%	No
ABCB1		7q21.12	AMP	5	184	2.7%	Yes
ARK2N		18q21.1	HOMDEL	5	184	2.7%	No
ZNF230		19q13.31	AMP	4	184	2.2%	No
PMP22		17p12	AMP	1	184	0.5%	No
H1-10		3q21.3	AMP	1	184	0.5%	No
WDR64		1q43	HOMDEL	1	184	0.5%	No
PLA2G2F		1p36.12	AMP	1	184	0.5%	No
VPS26B		11q25	AMP	1	184	0.5%	No
SCGB1D2		11q12.3	AMP	1	184	0.5%	No
SLC20A2		8p11.21	AMP	3	184	1.6%	No
CPED1		7q31.31	AMP	1	184	0.5%	No
SGCA		17q21.33	AMP	5	184	2.7%	No
SLC24A3		20p11.23	HOMDEL	1	184	0.5%	No
AGBL2		11p11.2	AMP	1	184	0.5%	No
VEGFD		Xp22.2	HOMDEL	1	184	0.5%	No
CHRM3-AS1		1q43	HOMDEL	1	184	0.5%	No
CASKIN1		16p13.3	AMP	1	184	0.5%	No
HCN3		1q22	AMP	7	184	3.8%	No
THAP5		7q31.1	AMP	4	184	2.2%	No
ALG1L1P		3q21.2	AMP	1	184	0.5%	No
SCARNA22		4p16.3	AMP	4	184	2.2%	No
SLC22A1		6q25.3	HOMDEL	1	184	0.5%	No
ABCB4		7q21.12	AMP	5	184	2.7%	No
ZNF229		19q13.31	AMP	4	184	2.2%	No
H2BC11		6p22.1	AMP	1	184	0.5%	Yes
NHEJ1		2q35	AMP	2	184	1.1%	No
MAPKAP1		9q33.3	HOMDEL	1	184	0.5%	Yes
DEFA5		8p23.1	AMP	4	184	2.2%	No
CD46		1q32.2	AMP	3	184	1.6%	No
FXYD7		19q13.12	AMP	7	184	3.8%	No
KISS1		1q32.1	AMP	3	184	1.6%	No
MARK2		11q13.1	HOMDEL	1	184	0.5%	No
CIB1		15q26.1	AMP	5	184	2.7%	No
FGFR4		5q35.2	HOMDEL	1	184	0.5%	Yes
DENND4B		1q21.3	AMP	7	184	3.8%	No
ANKRD13B		17q11.2	AMP	2	184	1.1%	No
CCDC190		1q23.3	AMP	6	184	3.3%	No
NIPAL1		4p12	AMP	1	184	0.5%	No
ST20		15q25.1	AMP	3	184	1.6%	No
CRYGA		2q33.3	AMP	4	184	2.2%	No
ADCY10P1		6p21.1	AMP	3	184	1.6%	No
LSAMP		3q13.31	AMP	2	184	1.1%	No
YY2		Xp22.12	HOMDEL	1	184	0.5%	No
UBA6		4q13.2	HOMDEL	1	184	0.5%	No
CFAP141		1q21.3	AMP	7	184	3.8%	No
GLUD1P3		10q22.2	AMP	2	184	1.1%	No
RNASE8		14q11.2	AMP	1	184	0.5%	No
G3BP2		4q21.1	AMP	1	184	0.5%	No
PCMTD2		20q13.33	AMP	2	184	1.1%	No
EEPD1		7p14.2	AMP	1	184	0.5%	No
RTP1		3q27.3	AMP	3	184	1.6%	No
HEIH		5q35.3	AMP	2	184	1.1%	No
CYP2A6		19q13.2	AMP	6	184	3.3%	No
OBP2B		9q34.2	HOMDEL	1	184	0.5%	No
LDHB		12p12.1	AMP	5	184	2.7%	No
KIR3DL2		19q13.42	AMP	2	184	1.1%	No
OARD1		6p21.1	AMP	3	184	1.6%	No
GTPBP6		Xp22.33 and Yp11.32	HOMDEL	1	184	0.5%	No
TRIM61		4q32.3	HOMDEL	1	184	0.5%	No
FBXW10		17p11.2	AMP	2	184	1.1%	No
ZNF107		7q11.21	AMP	3	184	1.6%	No
TSPO2		6p21.1	AMP	3	184	1.6%	No
ELP2		18q12.2	AMP	3	184	1.6%	Yes
GTF3C6		6q21	HOMDEL	1	184	0.5%	No
CYP2A7		19q13.2	AMP	6	184	3.3%	No
LRPAP1		4p16.3	AMP	1	184	0.5%	No
KIR3DL1		19q13.42	AMP	2	184	1.1%	No
MCM7		7q22.1	AMP	6	184	3.3%	No
POLK		5q13.3	AMP	1	184	0.5%	No
RBAK		7p22.1	AMP	1	184	0.5%	No
CIB2		15q25.1	AMP	2	184	1.1%	No
GLUD2		Xq24	AMP	1	184	0.5%	No
MAGEB18		Xp21.3	HOMDEL	2	184	1.1%	No
NFXL1		4p12	AMP	1	184	0.5%	No
H1-8		3q22.1	AMP	1	184	0.5%	No
C3ORF38		3p11.1	AMP	1	184	0.5%	No
MCM6		2q21.3	AMP	1	184	0.5%	No
SLC25A53		Xq22.2	AMP	1	184	0.5%	No
ZBTB4		17p13.1	HOMDEL	1	184	0.5%	No
CTRB2		16q23.1	AMP	1	184	0.5%	No
MRGBP		20q13.33	AMP	2	184	1.1%	No
LINC01341		1q44	AMP	4	184	2.2%	No
LSM12		17q21.31	AMP	4	184	2.2%	No
GLS		2q32.2	AMP	1	184	0.5%	No
SMAD4		18q21.2	HOMDEL	23	184	12.5%	Yes
DOCK2		5q35.1	HOMDEL	1	184	0.5%	No
YBEY		21q22.3	AMP	1	184	0.5%	No
ZPLD2P		1p36.11	HOMDEL	2	184	1.1%	No
LINC00582		1q42.2	HOMDEL	2	184	1.1%	No
GPRASP3		Xq22.1	AMP	1	184	0.5%	No
ZNF573		19q13.12	AMP	7	184	3.8%	No
LINC-ADAIN		9p24.3	HOMDEL	1	184	0.5%	No
LRP5		11q13.2	AMP	2	184	1.1%	Yes
FXYD5		19q13.12	AMP	7	184	3.8%	No
MCM5		22q12.3	AMP	1	184	0.5%	No
ABHD11		7q11.23	AMP	2	184	1.1%	No
UNC5CL		6p21.1	AMP	3	184	1.6%	No
LINC00316		21q22.3	AMP	1	184	0.5%	No
LINC01284		Xp11.22	HOMDEL	2	184	1.1%	No
RNF216-IT1		7p22.1	AMP	1	184	0.5%	No
DDX41		5q35.3	AMP	3	184	1.6%	Yes
ARHGAP26		5q31.3	HOMDEL	1	184	0.5%	Yes
GPX3		5q33.1	AMP	2	184	1.1%	No
H2BW2		Xq22.2	AMP	1	184	0.5%	No
GOLGA8N		15q13.3	HOMDEL	1	184	0.5%	No
C21ORF58		21q22.3	AMP	1	184	0.5%	No
USP17L2		8p23.1	HOMDEL	2	184	1.1%	No
DUSP16		12p13.2	AMP	5	184	2.7%	No
SLCO4A1-AS1		20q13.33	AMP	2	184	1.1%	No
KRT6C		12q13.13	HOMDEL	1	184	0.5%	No
RPL32P3		3q21.3	AMP	1	184	0.5%	No
CRYBA1		17q11.2	AMP	1	184	0.5%	No
DFFB		1p36.32	AMP	3	184	1.6%	No
DRC3		17p11.2	AMP	1	184	0.5%	No
LRP6		12p13.2	AMP	5	184	2.7%	Yes
MCM4		8q11.21	AMP	6	184	3.3%	No
MCM10		10p13	AMP	3	184	1.6%	No
LINC01003		7q36.1	AMP	1	184	0.5%	No
RPL29P2		17p13.1	HOMDEL	1	184	0.5%	No
TMEM39A		3q13.33	AMP	2	184	1.1%	No
GPT		8q24.3	AMP	16	184	8.7%	No
RABGEF1P1		7q11.21	AMP	3	184	1.6%	No
CDKN2B-AS1		9p21.3	HOMDEL	50	184	27.2%	No
SENP1		12q13.11	HOMDEL	1	184	0.5%	No
ZBED5-AS1		11p15.4	AMP	1	184	0.5%	No
LINC00442		13q12.11	AMP	1	184	0.5%	No
CRYBA2		2q35	AMP	2	184	1.1%	No
TIMM8A		Xq22.1	AMP	1	184	0.5%	No
LINC00308		21q21.1	HOMDEL	1	184	0.5%	No
HPGD		4q34.1	HOMDEL	1	184	0.5%	No
MCM3		6p12.2	AMP	2	184	1.1%	No
SDHAP2		3q29	HOMDEL	1	184	0.5%	No
FANCL		2p16.1	AMP	1	184	0.5%	Yes
TYW1		7q11.21	AMP	3	184	1.6%	No
MSRB3		12q14.3	AMP	3	184	1.6%	No
OR13G1		1q44	HOMDEL	1	184	0.5%	No
CALML6		1p36.33	AMP	3	184	1.6%	No
LINC02143		5q34	HOMDEL	1	184	0.5%	No
VHLL		1q22	AMP	7	184	3.8%	No
CAMK2N1		1p36.12	HOMDEL	2	184	1.1%	No
MST1P2		1p36.13	HOMDEL	2	184	1.1%	No
ZNF462		9q31.2	HOMDEL	1	184	0.5%	No
GPS2		17p13.1	HOMDEL	1	184	0.5%	Yes
LINC01352		1q41	HOMDEL	1	184	0.5%	No
HPSE2		10q24.2	HOMDEL	1	184	0.5%	No
GTPBP10		7q21.13	AMP	8	184	4.3%	No
PODN		1p32.3	AMP	1	184	0.5%	No
HERC2P3		15q11.1-q11.2	HOMDEL	1	184	0.5%	No
ZBTB5		9p13.2	AMP	1	184	0.5%	No
LINC01093		4q35.1	HOMDEL	1	184	0.5%	No
RPS10-NUDT3		6p21.31	AMP	3	184	1.6%	No
PHETA2		22q13.2	AMP	3	184	1.6%	No
SLC45A1		1p36.23	HOMDEL	2	184	1.1%	No
SERPINB12		18q21.33	HOMDEL	5	184	2.7%	No
BRD10		9p24.1	HOMDEL	2	184	1.1%	No
LINC01447		7p12.3	AMP	3	184	1.6%	No
STK19		6p21.33	AMP	4	184	2.2%	Yes
TBL1XR1		3q26.32	AMP	4	184	2.2%	Yes
LINC02981		7p15.2	AMP	1	184	0.5%	No
TMEM256		17p13.1	HOMDEL	1	184	0.5%	No
GABARAPL1		12p13.2	AMP	3	184	1.6%	No
RNF145		5q33.3	AMP	2	184	1.1%	No
HPN		19q13.11	HOMDEL	1	184	0.5%	No
AJAP1		1p36.32	HOMDEL	3	184	1.6%	No
ANXA10		4q32.3	HOMDEL	1	184	0.5%	No
C2ORF72		2q37.1	AMP	3	184	1.6%	No
PAN2		12q13.3	AMP	3	184	1.6%	No
EGFLAM		5p13.2-p13.1	AMP	1	184	0.5%	No
SNORA41		2q33.3	AMP	3	184	1.6%	No
HYCC1		7p15.3	AMP	2	184	1.1%	No
SSU72		1p36.33	HOMDEL	1	184	0.5%	No
GMEB1		1p35.3	HOMDEL	2	184	1.1%	No
SLC16A10		6q21	HOMDEL	1	184	0.5%	No
DYTN		2q33.3	HOMDEL	1	184	0.5%	No
SCLY		2q37.3	AMP	2	184	1.1%	No
SCARA5		8p21.1	HOMDEL	3	184	1.6%	No
GBF1		10q24.32	AMP	1	184	0.5%	No
SLC19A3		2q36.3	AMP	2	184	1.1%	No
PABIR3		Xq26.3	AMP	2	184	1.1%	No
C10ORF95		10q24.32	HOMDEL	1	184	0.5%	No
NUPR1		16p11.2	AMP	1	184	0.5%	No
MFN2		1p36.22	AMP	2	184	1.1%	No
USP32		17q23.3	AMP	2	184	1.1%	No
LINC01547		21q22.3	AMP	1	184	0.5%	No
SNORA4		3q27.3	AMP	3	184	1.6%	No
ZSCAN16-AS1		6p22.1	AMP	1	184	0.5%	No
LINC02587		7p21.2	AMP	2	184	1.1%	No
MAP7		6q23.3	HOMDEL	1	184	0.5%	No
PABIR2		Xq26.3	AMP	2	184	1.1%	No
BRS3		Xq26.3	AMP	2	184	1.1%	No
LINC00608		2q35	AMP	2	184	1.1%	No
ADAM19		5q33.3	AMP	2	184	1.1%	No
ATAD3A		1p36.33	HOMDEL	1	184	0.5%	No
MED15P9		2q21.1	AMP	1	184	0.5%	No
SSC5D		19q13.42	AMP	4	184	2.2%	No
GTF3C4		9q34.13	HOMDEL	1	184	0.5%	No
GOLGA8G		15q13.1	HOMDEL	1	184	0.5%	No
SNORA10		16p13.3	AMP	1	184	0.5%	No
SNORD2		3q27.3	AMP	3	184	1.6%	No
SNAR-C1		19q13.32	HOMDEL	1	184	0.5%	No
LINC00051		8q24.3	AMP	16	184	8.7%	No
LPGAT1		1q32.3	AMP	3	184	1.6%	No
RER1		1p36.32	HOMDEL	1	184	0.5%	No
ZNF436-AS1		1p36.12	HOMDEL	2	184	1.1%	No
TMEM183BP		3q25.1	AMP	3	184	1.6%	No
OR2F1		7q35	AMP	1	184	0.5%	No
KCTD3		1q41	HOMDEL	1	184	0.5%	No
USF3		3q13.2	AMP	1	184	0.5%	No
PRSS59P		7q34	AMP	1	184	0.5%	No
FAM133DP		2q24.1	AMP	8	184	4.3%	No
SH3D19		4q31.3	AMP	1	184	0.5%	No
JOSD1		22q13.1	AMP	1	184	0.5%	No
RBAK-RBAKDN		7p22.1	AMP	1	184	0.5%	No
LINC00322		21q22.3	AMP	1	184	0.5%	No
BSG		19p13.3	AMP	1	184	0.5%	No
GALNT4		12q21.33	HOMDEL	1	184	0.5%	No
SIMC1		5q35.2	HOMDEL	1	184	0.5%	No
OR10J1		1q23.2	AMP	6	184	3.3%	No
ZNRF2P1		7p14.3	AMP	1	184	0.5%	No
CAPN12		19q13.2	AMP	12	184	6.5%	No
MAFTRR		16q23.2	AMP	1	184	0.5%	No
WASH7P		1p36.33	HOMDEL	1	184	0.5%	No
GPBAR1		2q35	AMP	2	184	1.1%	No
LINC00607		2q35	HOMDEL	1	184	0.5%	No
CD164L2		1p36.11	HOMDEL	2	184	1.1%	No
PRR32		Xq25	HOMDEL	1	184	0.5%	No
KIF14		1q32.1	AMP	3	184	1.6%	No
ICMT-DT		1p36.31	HOMDEL	2	184	1.1%	No
ZDHHC14		6q25.3	HOMDEL	1	184	0.5%	No
NFIB		9p23-p22.3	HOMDEL	3	184	1.6%	Yes
HEMK1		3p21.31	HOMDEL	1	184	0.5%	No
EXOSC10		1p36.22	HOMDEL	2	184	1.1%	No
TMEM178B		7q34	AMP	1	184	0.5%	No
BTC		4q13.3	AMP	1	184	0.5%	No
MARVELD3		16q22.2	AMP	1	184	0.5%	No
ESPNP		1p36.13	HOMDEL	2	184	1.1%	No
MBD3L3		19p13.2	AMP	1	184	0.5%	No
GLDN		15q21.2	HOMDEL	1	184	0.5%	No
CCDC102B		18q22.1	HOMDEL	7	184	3.8%	No
HOXA10-AS		7p15.2	AMP	1	184	0.5%	No
DEGS1		1q42.11	HOMDEL	1	184	0.5%	No
RASSF1		3p21.31	HOMDEL	1	184	0.5%	No
UBAP2		9p13.3	HOMDEL	1	184	0.5%	No
PPP6C		9q33.3	HOMDEL	1	184	0.5%	Yes
MYPN		10q21.3	AMP	1	184	0.5%	No
GBA1		1q22	AMP	7	184	3.8%	No
C19ORF48P		19q13.33	AMP	2	184	1.1%	No
ACSS1		20p11.21	AMP	1	184	0.5%	No
KNG1		3q27.3	AMP	3	184	1.6%	No
SFR1		10q25.1	HOMDEL	1	184	0.5%	No
BSN-DT		3p21.31	HOMDEL	1	184	0.5%	No
BCAM		19q13.32	AMP	5	184	2.7%	No
KLC3		19q13.32	AMP	5	184	2.7%	No
RNF212		4p16.3	AMP	4	184	2.2%	No
MBD3L4		19p13.2	AMP	1	184	0.5%	No
AVPR1B		1q32.1	AMP	3	184	1.6%	No
AKNA		9q32	AMP	1	184	0.5%	No
IL13		5q31.1	HOMDEL	1	184	0.5%	No
ZNF98		19p12	AMP	1	184	0.5%	No
ANKRD20A2P		9p11.2	HOMDEL	2	184	1.1%	No
CT47A6		Xq24	AMP	1	184	0.5%	No
AVPR1A		12q14.2	AMP	2	184	1.1%	No
CCDC43		17q21.31	AMP	4	184	2.2%	No
FBXL4		6q16.1-q16.2	HOMDEL	1	184	0.5%	No
FAM98C		19q13.2	AMP	11	184	6.0%	No
RHCE		1p36.11	HOMDEL	2	184	1.1%	No
AVPR2		Xq28	AMP	4	184	2.2%	No
ZBTB3		11q12.3	AMP	1	184	0.5%	No
XRCC5		2q35	AMP	3	184	1.6%	No
CEP95		17q23.3	AMP	3	184	1.6%	No
PHKB		16q12.1	AMP	1	184	0.5%	No
PADI1		1p36.13	AMP	1	184	0.5%	No
SPATA31A3		9q21.11	AMP	3	184	1.6%	No
ART4		12p12.3	AMP	5	184	2.7%	No
PLOD3		7q22.1	AMP	5	184	2.7%	No
USP4		3p21.31	HOMDEL	1	184	0.5%	No
SPRY4		5q31.3	HOMDEL	1	184	0.5%	No
SH3GL2		9p22.2	AMP	1	184	0.5%	No
SCN1A		2q24.3	AMP	1	184	0.5%	No
OSTCP1		6q25.3	HOMDEL	1	184	0.5%	No
KLF5		13q22.1	AMP	2	184	1.1%	Yes
FAM124B		2q36.2	AMP	5	184	2.7%	No
MORC4		Xq22.3	AMP	1	184	0.5%	No
ITPKB-IT1		1q42.12	HOMDEL	1	184	0.5%	No
VWA1		1p36.33	AMP	3	184	1.6%	No
EFHD2		1p36.21	HOMDEL	2	184	1.1%	No
AWAT2		Xq13.1	HOMDEL	1	184	0.5%	No
GRIA1		5q33.2	AMP	2	184	1.1%	No
PNMA3		Xq28	AMP	4	184	2.2%	No
RPL17		18q21.1	HOMDEL	5	184	2.7%	No
XRCC4		5q14.2	HOMDEL	2	184	1.1%	No
USP27X-DT		Xp11.23	HOMDEL	1	184	0.5%	No
CDK5R1		17q11.2	AMP	4	184	2.2%	No
OR4C12		11p11.12	AMP	1	184	0.5%	No
LINC00955		4p16.3	AMP	1	184	0.5%	No
MSANTD3		9q31.1	HOMDEL	1	184	0.5%	No
SCN1B		19q13.11	AMP	7	184	3.8%	No
SH3GL3		15q25.2	AMP	3	184	1.6%	No
GRHL2		8q22.3	AMP	9	184	4.9%	No
ZDHHC11		5p15.33	AMP	1	184	0.5%	No
PLEKHG2		19q13.2	AMP	15	184	8.2%	No
FKBP1A-SDCBP2		20p13	AMP	1	184	0.5%	No
SERTAD3		19q13.2	AMP	11	184	6.0%	No
LINC00460		13q33.2	AMP	1	184	0.5%	No
SYP		Xp11.23	HOMDEL	1	184	0.5%	No
HTR7P1		12p13.1	AMP	4	184	2.2%	No
NRK		Xq22.3	AMP	1	184	0.5%	No
MBTPS2		Xp22.12	HOMDEL	1	184	0.5%	No
PIM2		Xp11.23	HOMDEL	1	184	0.5%	No
OR4C13		11p11.12	AMP	2	184	1.1%	No
PRRC1		5q23.2	HOMDEL	1	184	0.5%	No
MAPK8IP1P2		17q21.31	AMP	4	184	2.2%	No
STBD1		4q21.1	AMP	1	184	0.5%	No
SH3GL1P1		17q11.2	AMP	3	184	1.6%	No
OR2B6		6p22.1	AMP	1	184	0.5%	No
IDI2		10p15.3	AMP	1	184	0.5%	No
SNHG4		5q31.2	AMP	2	184	1.1%	No
RLN2		9p24.1	HOMDEL	2	184	1.1%	No
KLRC4-KLRK1		12p13.2	AMP	4	184	2.2%	No
C4ORF46P3		8q21.13	AMP	9	184	4.9%	No
GTDC1		2q22.3	AMP	1	184	0.5%	No
DNMT3L		21q22.3	AMP	1	184	0.5%	No
CDK16		Xp11.3	AMP	1	184	0.5%	No
RACGAP1		12q13.12	HOMDEL	1	184	0.5%	No
RBM14-RBM4		11q13.2	AMP	1	184	0.5%	No
MBTPS1		16q23.3-q24.1	AMP	1	184	0.5%	No
SCN2A		2q24.3	AMP	1	184	0.5%	No
SH3GL1P2		17q11.2	AMP	4	184	2.2%	No
TRMT2B		Xq22.1	AMP	1	184	0.5%	No
AXL		19q13.2	AMP	4	184	2.2%	Yes
CFAP69		7q21.13	AMP	8	184	4.3%	No
SPDL1		5q35.1	HOMDEL	1	184	0.5%	No
NABP1		2q32.3	AMP	1	184	0.5%	No
AARS2		6p21.1	AMP	4	184	2.2%	No
VCX2		Xp22.31	HOMDEL	1	184	0.5%	No
IGFLR1		19q13.12	AMP	6	184	3.3%	No
PLEKHA7		11p15	AMP	1	184	0.5%	No
LINC01656		22q13.31	AMP	1	184	0.5%	No
SCARNA5		2q37.1	AMP	2	184	1.1%	No
MZT2A		2q21.1	AMP	1	184	0.5%	No
SNX4		3q21.2	AMP	1	184	0.5%	No
TBC1D20		20p13	AMP	1	184	0.5%	No
NR1I2		3q13.33	AMP	2	184	1.1%	No
TRPA1		8q21.11	AMP	8	184	4.3%	No
ZNF830		17q12	AMP	4	184	2.2%	No
ARL5B		10p12.31	HOMDEL	1	184	0.5%	No
FRG1JP		9q13	HOMDEL	2	184	1.1%	No
KBTBD11		8p23.3	AMP	3	184	1.6%	No
CCDC146		7q11.23	AMP	3	184	1.6%	No
CLCN5		Xp11.23	HOMDEL	3	184	1.6%	No
CDK18		1q32.1	AMP	3	184	1.6%	No
YES1		18p11.32	AMP	4	184	2.2%	Yes
PLSCR3		17p13.1	HOMDEL	1	184	0.5%	No
MCHR2		6q16.2	AMP	1	184	0.5%	No
CENPS-CORT		1p36.22	AMP	2	184	1.1%	No
SCARNA8		9p22.1	AMP	1	184	0.5%	No
DEFB135		8p23.1	AMP	6	184	3.3%	No
CTSF		11q13.2	AMP	1	184	0.5%	No
CSPP1		8q13.1-q13.2	AMP	7	184	3.8%	No
OPN4		10q23.2	AMP	1	184	0.5%	No
AFDN		6q27	HOMDEL	1	184	0.5%	Yes
PHYHIP		8p21.3	HOMDEL	2	184	1.1%	No
LINC01924		18q22.1	AMP	1	184	0.5%	No
CDC14C		7p12.3	AMP	2	184	1.1%	No
ZBTB40		1p36.12	AMP	1	184	0.5%	No
GDPD1		17q22	AMP	4	184	2.2%	No
MARS2		2q33.1	AMP	3	184	1.6%	No
CD300LG		17q21.31	AMP	4	184	2.2%	No
PKHD1L1		8q23.1-q23.2	AMP	12	184	6.5%	No
SNORD72		5p13.1	AMP	2	184	1.1%	No
SCARNA12		12p13.31	AMP	5	184	2.7%	No
URI1		19q12	AMP	7	184	3.8%	No
SCN3A		2q24.3	AMP	1	184	0.5%	No
SRSF10		1p36.11	AMP	1	184	0.5%	No
TERLR1		5p15.33	AMP	1	184	0.5%	No
INTS2		17q23.2	AMP	4	184	2.2%	No
ZNF516-DT		18q23	HOMDEL	4	184	2.2%	No
IQSEC1		3p25.2	AMP	1	184	0.5%	No
NPEPL1		20q13.32	AMP	3	184	1.6%	No
TMEM41A		3q27.2	AMP	3	184	1.6%	No
HMSD		18q22.1	AMP	1	184	0.5%	No
LRIT2		10q23.1	AMP	1	184	0.5%	No
MEI1		22q13.2	AMP	5	184	2.7%	No
ZMYND11		10p15.3	AMP	1	184	0.5%	No
SCARNA15		15q25.2	AMP	3	184	1.6%	No
