Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
DNAJC30		1	1	109	0.9%	No
CD300E		1	1	109	0.9%	No
RELL2		1	1	109	0.9%	No
RAI14		1	1	109	0.9%	No
H6PD		3	3	109	2.8%	No
AKNA		2	2	109	1.8%	No
LTBP4		3	3	109	2.8%	No
DTX2		1	1	109	0.9%	No
LTBP3		3	3	109	2.8%	No
NID1		1	1	109	0.9%	No
LTBP1		2	2	109	1.8%	No
NID2		1	1	109	0.9%	No
KRT40		2	2	109	1.8%	No
SEL1L3		2	2	109	1.8%	No
ASIC4		1	1	109	0.9%	No
ALDH3B1		1	1	109	0.9%	No
COBLL1		1	1	109	0.9%	No
SOHLH2		1	1	109	0.9%	No
DNAJC21		2	2	109	1.8%	No
ATP6V1H		1	1	109	0.9%	No
RIPK1		1	1	109	0.9%	No
KLRC1		1	1	109	0.9%	No
ZC3H13		2	2	109	1.8%	No
ZC3H14		1	1	109	0.9%	No
ANKZF1		1	1	109	0.9%	No
ZC3H15		1	1	109	0.9%	No
ASIC1		1	1	109	0.9%	No
OR10K2		1	1	109	0.9%	No
TGFB2		1	1	109	0.9%	No
TGFB1		1	1	109	0.9%	No
HSPA4		2	2	109	1.8%	No
TGFB3		1	1	109	0.9%	No
PTCH1		2	2	109	1.8%	Yes
HSPA6		1	1	109	0.9%	No
DNAJC13		1	1	109	0.9%	No
DNAJC16		1	1	109	0.9%	No
TBCK		1	1	109	0.9%	No
DLG1		2	1	109	0.9%	No
FER		1	1	109	0.9%	No
DLG2		1	1	109	0.9%	No
GDNF		2	2	109	1.8%	No
FES		1	1	109	0.9%	Yes
DLG5		1	1	109	0.9%	No
COL20A1		1	1	109	0.9%	No
NFKBIE		1	1	109	0.9%	Yes
OR2A5		1	1	109	0.9%	No
PALS1		1	1	109	0.9%	No
OR2A2		2	2	109	1.8%	No
DOCK6		1	1	109	0.9%	No
DOCK5		3	3	109	2.8%	No
KRTAP22-1		1	1	109	0.9%	No
DOCK9		2	2	109	1.8%	No
HSPB8		1	1	109	0.9%	No
DOCK8		1	1	109	0.9%	No
DOCK7		1	1	109	0.9%	No
ELAVL2		1	1	109	0.9%	No
DHTKD1		1	1	109	0.9%	No
LMOD2		1	1	109	0.9%	No
SENP7		2	2	109	1.8%	No
TMEM101		1	1	109	0.9%	No
UPK1A		1	1	109	0.9%	No
NFKBIZ		2	2	109	1.8%	No
FLOT2		1	1	109	0.9%	No
SPEG		3	3	109	2.8%	No
MRGPRX4		2	2	109	1.8%	No
GUSB		1	1	109	0.9%	No
POLE		1	1	109	0.9%	Yes
SCYL2		1	1	109	0.9%	No
POLG		2	2	109	1.8%	Yes
FGA		1	1	109	0.9%	No
MRGPRX3		1	1	109	0.9%	No
OR2H2		3	3	109	2.8%	No
ARID1A		8	7	109	6.4%	Yes
SENP3		1	1	109	0.9%	No
HPDL		1	1	109	0.9%	No
PALLD		1	1	109	0.9%	No
EHHADH		1	1	109	0.9%	No
RNF207		1	1	109	0.9%	No
PDE5A		1	1	109	0.9%	No
DOCK2		1	1	109	0.9%	No
CHMP7		1	1	109	0.9%	No
LUC7L2		2	2	109	1.8%	No
KRT81		2	2	109	1.8%	No
OR2G6		3	3	109	2.8%	No
POLDIP2		1	1	109	0.9%	No
TUFT1		1	1	109	0.9%	No
PON2		1	1	109	0.9%	No
OR10P1		2	2	109	1.8%	No
SPG7		2	2	109	1.8%	No
KRT86		1	1	109	0.9%	No
DLL1		1	1	109	0.9%	No
KRT84		1	1	109	0.9%	No
STRN4		1	1	109	0.9%	No
KRT83		1	1	109	0.9%	No
DLL4		1	1	109	0.9%	No
ACAN		4	4	109	3.7%	No
NRIP1		1	1	109	0.9%	No
PDE6C		1	1	109	0.9%	No
RGS20		1	1	109	0.9%	No
PDE6B		3	3	109	2.8%	No
SASH1		2	2	109	1.8%	No
POLQ		1	1	109	0.9%	Yes
WTAP		1	1	109	0.9%	No
OR2F1		1	1	109	0.9%	No
PCARE		1	1	109	0.9%	No
ZFC3H1		2	2	109	1.8%	No
PDE4DIP		4	4	109	3.7%	Yes
C9ORF43		2	2	109	1.8%	No
ARID3A		1	1	109	0.9%	Yes
ARID3C		1	1	109	0.9%	Yes
TSHR		1	1	109	0.9%	Yes
DLK1		1	1	109	0.9%	No
TICRR		3	3	109	2.8%	No
RGS12		1	1	109	0.9%	No
TESK2		1	1	109	0.9%	No
TSKU		1	1	109	0.9%	No
NDST1		1	1	109	0.9%	No
ENDOV		1	1	109	0.9%	No
AKT2		1	1	109	0.9%	Yes
RAVER2		1	1	109	0.9%	No
MTERF1		1	1	109	0.9%	No
WLS		1	1	109	0.9%	No
CTAGE1		1	1	109	0.9%	No
ATF7		1	1	109	0.9%	No
RABL6		1	1	109	0.9%	No
FLG		16	11	109	10.1%	No
EXD3		1	1	109	0.9%	No
NLRX1		1	1	109	0.9%	No
PDGFB		1	1	109	0.9%	Yes
C12ORF60		1	1	109	0.9%	No
GATA5		1	1	109	0.9%	No
GATA4		1	1	109	0.9%	Yes
PLA2G6		1	1	109	0.9%	No
GATA1		1	1	109	0.9%	Yes
PLA2G7		1	1	109	0.9%	No
RNF212		1	1	109	0.9%	No
EPB41L5		1	1	109	0.9%	No
RHOT2		1	1	109	0.9%	No
RNF213		3	3	109	2.8%	Yes
PIP5K1A		1	1	109	0.9%	No
SULT1A2		1	1	109	0.9%	No
SDR42E1		1	1	109	0.9%	No
CYP4F2		3	3	109	2.8%	No
FN1		2	2	109	1.8%	No
NR2F1		1	1	109	0.9%	No
OR4N4		2	2	109	1.8%	No
OR4N2		2	1	109	0.9%	No
TBL3		1	1	109	0.9%	No
TREML4		1	1	109	0.9%	No
FASN		1	1	109	0.9%	No
FAT1		4	4	109	3.7%	Yes
FAT2		3	3	109	2.8%	No
FAT3		7	7	109	6.4%	No
FAT4		2	2	109	1.8%	Yes
HNRNPA1L2		1	1	109	0.9%	No
ZNF497		2	2	109	1.8%	No
ZNF496		1	1	109	0.9%	No
LIN54		1	1	109	0.9%	No
SIGLEC9		1	1	109	0.9%	No
ZNF493		1	1	109	0.9%	No
ARHGAP5		1	1	109	0.9%	No
HOXC12		1	1	109	0.9%	No
C12ORF42		1	1	109	0.9%	No
PEAR1		3	3	109	2.8%	No
MECP2		1	1	109	0.9%	No
SMPD2		1	1	109	0.9%	No
ATIC		2	2	109	1.8%	Yes
MECOM		2	2	109	1.8%	Yes
TCP11L2		1	1	109	0.9%	No
DLGAP1		2	2	109	1.8%	No
TPSAB1		1	1	109	0.9%	No
NINL		1	1	109	0.9%	No
PCMTD1		10	8	109	7.3%	No
OR52B6		1	1	109	0.9%	No
ZNF484		1	1	109	0.9%	No
TPSG1		1	1	109	0.9%	No
RMI1		1	1	109	0.9%	No
ZNF480		1	1	109	0.9%	No
WNT9B		1	1	109	0.9%	No
C6ORF62		1	1	109	0.9%	No
C20ORF173		1	1	109	0.9%	No
FOS		1	1	109	0.9%	No
BAZ1A		1	1	109	0.9%	No
BAZ1B		1	1	109	0.9%	No
GMIP		1	1	109	0.9%	No
SLC39A14		1	1	109	0.9%	No
MED29		1	1	109	0.9%	No
CDC20B		1	1	109	0.9%	No
SLC7A6		1	1	109	0.9%	No
CYP21A2		1	1	109	0.9%	No
INCENP		1	1	109	0.9%	No
SLC7A9		1	1	109	0.9%	No
PXDN		1	1	109	0.9%	No
POT1		2	2	109	1.8%	Yes
PPARG		1	1	109	0.9%	Yes
L2HGDH		1	1	109	0.9%	No
CACUL1		1	1	109	0.9%	No
ZNF474		2	2	109	1.8%	No
TPSD1		4	3	109	2.8%	No
OAT		1	1	109	0.9%	No
ZNF471		1	1	109	0.9%	No
SAMD9		1	1	109	0.9%	Yes
WNT8A		1	1	109	0.9%	No
ABCB11		2	2	109	1.8%	No
EGFR		1	1	109	0.9%	Yes
SLC7A3		1	1	109	0.9%	No
WRN		1	1	109	0.9%	Yes
EXOSC10		1	1	109	0.9%	No
PRR14L		1	1	109	0.9%	No
C6ORF58		1	1	109	0.9%	No
NRAP		3	2	109	1.8%	No
ZNF469		3	3	109	2.8%	No
ZNF467		1	1	109	0.9%	No
ZSWIM2		2	2	109	1.8%	No
ZSWIM3		1	1	109	0.9%	No
WNT7B		1	1	109	0.9%	No
COL22A1		2	2	109	1.8%	No
DAB2IP		1	1	109	0.9%	No
WNT7A		1	1	109	0.9%	No
CENPE		2	2	109	1.8%	No
FAM200B		1	1	109	0.9%	No
CENPF		4	3	109	2.8%	No
COL3A1		2	2	109	1.8%	No
SLCO3A1		1	1	109	0.9%	No
TAOK1		1	1	109	0.9%	No
YPEL1		1	1	109	0.9%	No
SIGLEC1		3	3	109	2.8%	No
CENPQ		1	1	109	0.9%	No
SIGLEC6		1	1	109	0.9%	No
FRYL		2	2	109	1.8%	No
ZNF454		3	3	109	2.8%	No
ADGRL3		1	1	109	0.9%	No
HYCC1		1	1	109	0.9%	No
ZNF451		1	1	109	0.9%	No
EXOC3L1		1	1	109	0.9%	No
REG1A		1	1	109	0.9%	No
ATN1		1	1	109	0.9%	No
FRY		1	1	109	0.9%	No
IBSP		1	1	109	0.9%	No
GARIN3		1	1	109	0.9%	No
GARIN4		2	2	109	1.8%	No
GARIN2		2	2	109	1.8%	No
ADORA1		1	1	109	0.9%	No
NUDT19		1	1	109	0.9%	No
CEP250		2	2	109	1.8%	No
NUDT17		1	1	109	0.9%	No
ZNF446		1	1	109	0.9%	No
MTPAP		1	1	109	0.9%	No
PSKH2		1	1	109	0.9%	No
ZNF443		4	2	109	1.8%	No
ZNF442		1	1	109	0.9%	No
CDKL3		1	1	109	0.9%	No
ZNF440		1	1	109	0.9%	No
CDKL5		1	1	109	0.9%	No
BTN1A1		1	1	109	0.9%	No
RAD21L1		1	1	109	0.9%	No
CNPY3		2	2	109	1.8%	No
ZCRB1		1	1	109	0.9%	No
OR51T1		1	1	109	0.9%	No
ZNF438		1	1	109	0.9%	No
SLC27A6		1	1	109	0.9%	No
PLA2R1		3	3	109	2.8%	No
SLC27A2		1	1	109	0.9%	No
ZNF432		1	1	109	0.9%	No
COL17A1		1	1	109	0.9%	No
KHDRBS2		1	1	109	0.9%	No
BOD1L1		1	1	109	0.9%	No
GMPS		2	2	109	1.8%	Yes
SPATA7		1	1	109	0.9%	No
SPATA8		1	1	109	0.9%	No
IGSF22		1	1	109	0.9%	No
MED30		1	1	109	0.9%	No
OR51S1		1	1	109	0.9%	No
TXNDC2		1	1	109	0.9%	No
SMYD3		1	1	109	0.9%	Yes
ZNF423		3	3	109	2.8%	No
ZNF420		1	1	109	0.9%	No
SLC14A1		1	1	109	0.9%	No
FUS		1	1	109	0.9%	Yes
AGXT2		1	1	109	0.9%	No
MFSD6L		1	1	109	0.9%	No
HPS1		1	1	109	0.9%	No
ODF4		1	1	109	0.9%	No
ELOA2		2	2	109	1.8%	No
CORO2B		1	1	109	0.9%	No
TMPRSS13		10	5	109	4.6%	No
TMPRSS15		1	1	109	0.9%	No
IGSF11		1	1	109	0.9%	No
IGSF10		3	3	109	2.8%	No
DMXL2		4	4	109	3.7%	No
ZNF417		1	1	109	0.9%	No
CNTROB		2	2	109	1.8%	No
SHBG		1	1	109	0.9%	No
POM121L12		1	1	109	0.9%	No
CIITA		1	1	109	0.9%	Yes
LRGUK		1	1	109	0.9%	No
ITGAM		1	1	109	0.9%	No
NUMA1		1	1	109	0.9%	Yes
ITGB4		4	4	109	3.7%	No
ITGAE		6	6	109	5.5%	No
TSPAN10		1	1	109	0.9%	No
NKPD1		1	1	109	0.9%	No
EXO1		1	1	109	0.9%	No
PPP6R3		1	1	109	0.9%	No
ITGAX		1	1	109	0.9%	No
ITGAV		1	1	109	0.9%	No
ITGB6		1	1	109	0.9%	No
UGT2A1		2	2	109	1.8%	No
ACP1		1	1	109	0.9%	No
ADGRV1		3	3	109	2.8%	No
TMEM255B		2	2	109	1.8%	No
ITGA2		1	1	109	0.9%	No
CEP295		1	1	109	0.9%	No
ATRX		1	1	109	0.9%	Yes
SMIM19		1	1	109	0.9%	No
NRG1		1	1	109	0.9%	Yes
SEZ6L		2	2	109	1.8%	No
SPTB		1	1	109	0.9%	No
ITGAD		1	1	109	0.9%	No
MYO3B		1	1	109	0.9%	No
NRG4		1	1	109	0.9%	No
SPATC1		2	2	109	1.8%	No
MYO3A		2	2	109	1.8%	No
ITGA8		1	1	109	0.9%	No
LCOR		1	1	109	0.9%	No
ITGA6		1	1	109	0.9%	No
LCP2		1	1	109	0.9%	No
NAF1		1	1	109	0.9%	No
ITGA5		2	2	109	1.8%	No
LCP1		1	1	109	0.9%	Yes
SPACA7		1	1	109	0.9%	No
ITGA9		1	1	109	0.9%	No
SPACA9		1	1	109	0.9%	No
PRPS2		1	1	109	0.9%	No
ROCK1		2	2	109	1.8%	No
SLC5A11		1	1	109	0.9%	No
FSCB		1	1	109	0.9%	No
EHBP1		1	1	109	0.9%	No
ZNRF4		1	1	109	0.9%	No
IGF2BP1		1	1	109	0.9%	No
IGF2BP3		3	3	109	2.8%	No
NTRK1		1	1	109	0.9%	Yes
H2AZ2		4	4	109	3.7%	No
MYO10		2	2	109	1.8%	No
PCDH9		2	2	109	1.8%	No
FEM1A		2	2	109	1.8%	No
NTRK3		2	2	109	1.8%	Yes
PCDH8		1	1	109	0.9%	No
KIAA1549L		1	1	109	0.9%	No
CDC5L		1	1	109	0.9%	No
SYT13		1	1	109	0.9%	No
TBX5		1	1	109	0.9%	No
TBX4		1	1	109	0.9%	No
MYO19		1	1	109	0.9%	No
MYO16		1	1	109	0.9%	No
TTC39B		1	1	109	0.9%	No
MYO1D		1	1	109	0.9%	No
OR51V1		1	1	109	0.9%	No
SYT10		1	1	109	0.9%	No
EIF3H		1	1	109	0.9%	No
CD248		1	1	109	0.9%	No
CD247		1	1	109	0.9%	No
ATXN10		1	1	109	0.9%	No
MYO1F		1	1	109	0.9%	No
EIF3A		1	1	109	0.9%	No
TBATA		1	1	109	0.9%	No
DMGDH		2	2	109	1.8%	No
SMARCB1		1	1	109	0.9%	Yes
CPNE5		1	1	109	0.9%	No
CPNE6		1	1	109	0.9%	No
NTAQ1		1	1	109	0.9%	No
NUDT6		1	1	109	0.9%	No
ACTB		3	3	109	2.8%	Yes
CCDC102B		1	1	109	0.9%	No
IL27RA		1	1	109	0.9%	No
CDC20		1	1	109	0.9%	No
SPZ1		2	2	109	1.8%	No
HERC2		8	8	109	7.3%	No
OPHN1		1	1	109	0.9%	No
HERC1		1	1	109	0.9%	No
ADGRA1		1	1	109	0.9%	No
PIEZO2		1	1	109	0.9%	No
PIEZO1		1	1	109	0.9%	No
CCDC92		2	2	109	1.8%	No
OR5B3		1	1	109	0.9%	No
SCAPER		2	2	109	1.8%	No
CCDC93		1	1	109	0.9%	No
EIF2A		1	1	109	0.9%	No
MFSD2A		1	1	109	0.9%	No
CCDC78		1	1	109	0.9%	No
ACTN2		2	2	109	1.8%	No
KCNK13		1	1	109	0.9%	No
MYO7B		2	2	109	1.8%	No
ACTN4		1	1	109	0.9%	No
MYO7A		2	2	109	1.8%	No
ADGRB2		1	1	109	0.9%	No
ADGRB3		1	1	109	0.9%	No
ADGRB1		1	1	109	0.9%	No
ANKRD20A4P		1	1	109	0.9%	No
KCTD14		1	1	109	0.9%	No
CD226		2	2	109	1.8%	No
TRIB3		2	2	109	1.8%	Yes
KCTD11		1	1	109	0.9%	No
KCTD18		1	1	109	0.9%	No
CCDC83		2	2	109	1.8%	No
KCTD16		1	1	109	0.9%	No
SLC45A4		2	2	109	1.8%	No
SLC45A2		2	2	109	1.8%	No
ZNF324B		1	1	109	0.9%	No
TBC1D9B		1	1	109	0.9%	No
EPAS1		1	1	109	0.9%	Yes
EPB41		1	1	109	0.9%	No
CEND1		1	1	109	0.9%	No
OMA1		1	1	109	0.9%	No
KALRN		1	1	109	0.9%	No
SEC14L3		2	2	109	1.8%	No
CEP192		3	3	109	2.8%	No
DMAC2L		1	1	109	0.9%	No
TBC1D8B		1	1	109	0.9%	No
STAT5B		1	1	109	0.9%	Yes
EGR3		1	1	109	0.9%	No
GREB1		2	1	109	0.9%	No
SMARCA5		1	1	109	0.9%	No
IFFO2		1	1	109	0.9%	No
SMARCA1		2	2	109	1.8%	Yes
CCDC9B		1	1	109	0.9%	No
OR51I1		1	1	109	0.9%	No
SMARCA4		2	2	109	1.8%	Yes
IL1F10		1	1	109	0.9%	No
CRNN		1	1	109	0.9%	No
LPAR6		1	1	109	0.9%	No
CD209		1	1	109	0.9%	No
CD207		1	1	109	0.9%	No
MYO5C		2	1	109	0.9%	No
CALU		1	1	109	0.9%	No
GNRH2		1	1	109	0.9%	No
WFDC8		1	1	109	0.9%	No
NRP1		1	1	109	0.9%	No
CSRNP1		1	1	109	0.9%	No
CSRNP2		2	2	109	1.8%	No
CSRNP3		1	1	109	0.9%	No
SH3RF1		1	1	109	0.9%	No
B3GNTL1		1	1	109	0.9%	No
MEDAG		1	1	109	0.9%	No
AKAP13		5	5	109	4.6%	No
NUDCD3		1	1	109	0.9%	No
NUDCD2		5	5	109	4.6%	No
NUDCD1		1	1	109	0.9%	No
OR51Q1		1	1	109	0.9%	No
MUC13		1	1	109	0.9%	No
EPG5		1	1	109	0.9%	No
OXGR1		1	1	109	0.9%	No
SFTPB		1	1	109	0.9%	No
PBRM1		1	1	109	0.9%	Yes
ATMIN		1	1	109	0.9%	No
APOBEC4		2	2	109	1.8%	No
GAA		1	1	109	0.9%	No
SFTPC		1	1	109	0.9%	No
SFTPD		1	1	109	0.9%	No
NBPF10		1	1	109	0.9%	No
NBPF14		1	1	109	0.9%	No
GAK		1	1	109	0.9%	No
FSHR		1	1	109	0.9%	No
PABPC3		1	1	109	0.9%	No
PABPC1		4	4	109	3.7%	No
SYNC		2	2	109	1.8%	No
HSD17B4		1	1	109	0.9%	No
GNAI1		1	1	109	0.9%	No
NAPG		1	1	109	0.9%	No
RELN		1	1	109	0.9%	Yes
NFIL3		1	1	109	0.9%	No
PDZD11		2	2	109	1.8%	No
ZNF585B		1	1	109	0.9%	No
EPS15		2	2	109	1.8%	Yes
XDH		1	1	109	0.9%	No
IL32		1	1	109	0.9%	No
IL33		1	1	109	0.9%	No
GABBR1		3	3	109	2.8%	No
PNPLA7		2	2	109	1.8%	No
PCDHB15		5	4	109	3.7%	No
OR51M1		1	1	109	0.9%	No
TTC1		1	1	109	0.9%	No
VEGFC		2	2	109	1.8%	No
PCDHB14		1	1	109	0.9%	No
MYO9B		2	2	109	1.8%	No
PCDHB13		2	2	109	1.8%	No
MYO9A		1	1	109	0.9%	No
PCDHB10		1	1	109	0.9%	No
SH3RF2		3	1	109	0.9%	No
CFHR2		1	1	109	0.9%	No
HNRNPA2B1		1	1	109	0.9%	Yes
TTC3		1	1	109	0.9%	No
PCDHB16		2	2	109	1.8%	No
PNPLA3		2	2	109	1.8%	No
AGGF1		1	1	109	0.9%	Yes
CFHR5		2	2	109	1.8%	No
PNPLA6		1	1	109	0.9%	No
KIAA1958		1	1	109	0.9%	No
OTC		1	1	109	0.9%	No
CRTC2		1	1	109	0.9%	No
PAGE5		1	1	109	0.9%	No
ICE1		2	2	109	1.8%	No
ZFAND4		1	1	109	0.9%	No
OR5K4		1	1	109	0.9%	No
TBC1D29P		1	1	109	0.9%	No
UBE3D		1	1	109	0.9%	No
PAGE1		1	1	109	0.9%	No
OR5K1		1	1	109	0.9%	No
PCDH11X		4	4	109	3.7%	No
OR51D1		1	1	109	0.9%	No
BUB1B		2	2	109	1.8%	Yes
WASHC2C		1	1	109	0.9%	No
CAAP1		1	1	109	0.9%	No
TMEM260		1	1	109	0.9%	No
COX6A1		1	1	109	0.9%	No
NR3C1		2	2	109	1.8%	No
LOXL2		1	1	109	0.9%	No
WASHC2A		2	2	109	1.8%	No
EEF1B2		1	1	109	0.9%	No
TMEM266		1	1	109	0.9%	No
TBC1D32		1	1	109	0.9%	No
TEKT3		1	1	109	0.9%	No
TEKT4		1	1	109	0.9%	No
TEKT5		1	1	109	0.9%	No
CAST		1	1	109	0.9%	No
TPTE2		3	3	109	2.8%	No
GEN1		1	1	109	0.9%	Yes
IL4R		2	2	109	1.8%	No
MORC4		1	1	109	0.9%	No
SLX4IP		2	2	109	1.8%	No
IRAG1		2	2	109	1.8%	No
IRAG2		1	1	109	0.9%	No
CASK		1	1	109	0.9%	No
UBE4B		1	1	109	0.9%	No
EEF1A1		1	1	109	0.9%	No
SPOCD1		2	2	109	1.8%	No
GPRIN3		1	1	109	0.9%	No
SHQ1		1	1	109	0.9%	Yes
MAP7D3		1	1	109	0.9%	No
SCNN1B		1	1	109	0.9%	No
EHBP1L1		3	3	109	2.8%	No
MAP7D2		1	1	109	0.9%	No
TBC1D25		1	1	109	0.9%	No
ANKS6		1	1	109	0.9%	No
WDFY3		1	1	109	0.9%	No
CARS1		1	1	109	0.9%	Yes
TBC1D28		1	1	109	0.9%	No
WDFY4		5	4	109	3.7%	No
TBC1D26		3	2	109	1.8%	No
FBN3		1	1	109	0.9%	No
MAGEA12		1	1	109	0.9%	No
DDX1		1	1	109	0.9%	No
CACNA1B		3	3	109	2.8%	No
CACNA1D		1	1	109	0.9%	Yes
CACNA1C		6	6	109	5.5%	No
HOXB13		1	1	109	0.9%	Yes
CACNA1E		1	1	109	0.9%	No
ADGRG3		1	1	109	0.9%	No
ADGRG4		3	2	109	1.8%	Yes
TMEM244		1	1	109	0.9%	No
SNTG2		1	1	109	0.9%	No
ADGRG7		2	2	109	1.8%	No
SNTG1		1	1	109	0.9%	No
ADGRG6		1	1	109	0.9%	No
OR51B6		1	1	109	0.9%	No
TBC1D14		2	2	109	1.8%	No
OR51B5		2	2	109	1.8%	No
VILL		1	1	109	0.9%	No
LLPH		1	1	109	0.9%	No
RHPN2		2	2	109	1.8%	No
MAGEA11		1	1	109	0.9%	No
MORC1		2	2	109	1.8%	No
TBC1D15		1	1	109	0.9%	No
QSER1		3	3	109	2.8%	No
OR5H6		1	1	109	0.9%	No
TBC1D16		1	1	109	0.9%	No
PDHA2		2	2	109	1.8%	No
MGAM		1	1	109	0.9%	Yes
TFAP2D		1	1	109	0.9%	No
OR5H1		4	4	109	3.7%	No
MUC16		20	17	109	15.6%	No
MUC17		7	7	109	6.4%	No
CRTAM		1	1	109	0.9%	No
ADA2		1	1	109	0.9%	No
SYT8		1	1	109	0.9%	No
MANBAL		1	1	109	0.9%	No
GH2		1	1	109	0.9%	No
GH1		1	1	109	0.9%	No
UBE2W		1	1	109	0.9%	No
NAT8		2	2	109	1.8%	No
NAT1		1	1	109	0.9%	No
UBXN11		1	1	109	0.9%	No
NAT2		1	1	109	0.9%	No
ALPP		3	3	109	2.8%	No
CCPG1		1	1	109	0.9%	No
GNAQ		1	1	109	0.9%	Yes
BHLHE40		1	1	109	0.9%	No
GNAS		5	5	109	4.6%	Yes
OR51A4		3	2	109	1.8%	No
TCF4		2	2	109	1.8%	No
AMOTL2		1	1	109	0.9%	No
OR51A2		1	1	109	0.9%	No
ALPG		1	1	109	0.9%	No
IL7R		3	3	109	2.8%	Yes
MUC20		2	2	109	1.8%	No
OR51A7		1	1	109	0.9%	No
MUC21		3	3	109	2.8%	No
PHTF2		1	1	109	0.9%	No
MS4A3		1	1	109	0.9%	No
PINX1		1	1	109	0.9%	No
NGLY1		1	1	109	0.9%	No
TCHH		3	3	109	2.8%	No
LDB3		1	1	109	0.9%	No
CABIN1		1	1	109	0.9%	No
ADGRE1		1	1	109	0.9%	No
GHR		2	2	109	1.8%	No
TCHP		1	1	109	0.9%	No
ADGRE2		1	1	109	0.9%	No
RB1CC1		1	1	109	0.9%	No
ADGRE3		1	1	109	0.9%	No
MYO18B		3	3	109	2.8%	No
MYO18A		2	2	109	1.8%	Yes
DACT1		1	1	109	0.9%	No
TGIF1		1	1	109	0.9%	No
DNAI4		1	1	109	0.9%	No
DNAI2		1	1	109	0.9%	No
OR51G1		3	3	109	2.8%	No
MYOCD		1	1	109	0.9%	No
TGIF2		1	1	109	0.9%	No
DNAI3		1	1	109	0.9%	No
FIGLA		2	2	109	1.8%	No
NAV1		2	2	109	1.8%	No
TENT5A		1	1	109	0.9%	No
TAPBP		2	2	109	1.8%	No
EPN2		1	1	109	0.9%	No
GREM2		1	1	109	0.9%	No
ADGRF3		2	2	109	1.8%	No
SETBP1		2	2	109	1.8%	Yes
ALS2		2	2	109	1.8%	No
NAV3		1	1	109	0.9%	No
FAM153B		2	2	109	1.8%	No
CRY2		1	1	109	0.9%	No
TMEM217		1	1	109	0.9%	No
FBP2		1	1	109	0.9%	No
DNAH3		6	5	109	4.6%	No
DNAH1		4	4	109	3.7%	No
DNAH2		4	4	109	3.7%	No
DNAH7		6	6	109	5.5%	No
DNAH8		4	4	109	3.7%	No
DNAH5		5	5	109	4.6%	No
ANKS3		1	1	109	0.9%	No
PKD1L1		2	2	109	1.8%	No
DNAH9		4	4	109	3.7%	No
RNF6		1	1	109	0.9%	No
ASB12		1	1	109	0.9%	No
AGPAT1		2	2	109	1.8%	No
ASB18		2	2	109	1.8%	No
ADD2		1	1	109	0.9%	No
SPOCK3		1	1	109	0.9%	No
ARFGEF1		1	1	109	0.9%	No
OR51E1		1	1	109	0.9%	No
CDK11A		1	1	109	0.9%	No
FAHD1		1	1	109	0.9%	No
ZNF804B		2	2	109	1.8%	No
ZNF804A		1	1	109	0.9%	No
OR5L1		2	2	109	1.8%	No
MUC5B		11	10	109	9.2%	No
CDK11B		1	1	109	0.9%	No
ADGRD1		1	1	109	0.9%	No
REST		1	1	109	0.9%	Yes
MYO15B		1	1	109	0.9%	No
MYO15A		2	2	109	1.8%	No
ADGRD2		1	1	109	0.9%	No
ACKR4		1	1	109	0.9%	No
ACKR2		1	1	109	0.9%	No
KRAS		103	100	109	91.7%	Yes
NRDE2		2	2	109	1.8%	No
OTUD1		1	1	109	0.9%	No
SNTB2		1	1	109	0.9%	No
MAP10		1	1	109	0.9%	No
ANKLE2		1	1	109	0.9%	No
ANKLE1		1	1	109	0.9%	No
C2ORF88		1	1	109	0.9%	No
HNRNPU		1	1	109	0.9%	No
GPATCH1		1	1	109	0.9%	No
XYLT1		1	1	109	0.9%	No
DMP1		1	1	109	0.9%	No
HNRNPR		1	1	109	0.9%	No
PHAX		1	1	109	0.9%	No
GPATCH8		1	1	109	0.9%	No
EPS8		1	1	109	0.9%	No
CEP95		2	2	109	1.8%	No
CEP97		1	1	109	0.9%	No
NCKAP5		1	1	109	0.9%	No
CDK5RAP2		1	1	109	0.9%	No
ADGB		3	3	109	2.8%	No
DDX18		1	1	109	0.9%	No
DDX11		2	2	109	1.8%	No
REV1		2	2	109	1.8%	No
SCRIB		3	3	109	2.8%	No
GABRG3		1	1	109	0.9%	No
GTPBP3		1	1	109	0.9%	No
MAP1B		3	3	109	2.8%	No
ASTN1		3	3	109	2.8%	No
OTULINL		1	1	109	0.9%	No
ZNF398		1	1	109	0.9%	No
OR5M11		1	1	109	0.9%	No
FLRT2		1	1	109	0.9%	No
PCDHA1		1	1	109	0.9%	No
FLRT3		2	2	109	1.8%	No
PCDHA5		1	1	109	0.9%	No
CEP72		1	1	109	0.9%	No
ALX4		1	1	109	0.9%	No
NCKAP1L		2	2	109	1.8%	No
PCDHA3		5	4	109	3.7%	No
NRBF2		1	1	109	0.9%	No
PCDHA2		1	1	109	0.9%	No
PCDHA9		2	2	109	1.8%	No
PCDHA8		2	2	109	1.8%	No
HMOX2		1	1	109	0.9%	No
PCDHA7		1	1	109	0.9%	No
PCDHA6		1	1	109	0.9%	No
PROM2		1	1	109	0.9%	No
PHC2		2	2	109	1.8%	No
STARD13		1	1	109	0.9%	No
ZNF383		1	1	109	0.9%	No
ZNF382		1	1	109	0.9%	No
GRTP1		1	1	109	0.9%	No
